"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1960",88.452975,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1961",91.890271,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1962",95.013703,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1963",100.648641,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1964",105.98825,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1965",111.966478,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1966",116.622786,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1967",123.211719,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1968",130.180857,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1969",136.437256,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1970",141.63672,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1971",143.364803,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1972",148.422047,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1973",157.734249,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1974",172.549574,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1975",179.467397,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1976",181.886685,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1977",195.919366,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1978",191.090637,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1979",197.378887,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1980",206.729609,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1981",207.361561,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1982",213.666649,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1983",201.759512,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1984",208.045087,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1985",220.128059,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1986",221.505411,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1987",231.814091,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1988",240.802247,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1989",254.272935,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1990",259.523957,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1991",261.017607,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1992",265.043441,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1993",268.959543,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1994",274.91146,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1995",285.314351,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1996",295.218855,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1997",303.094577,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1998",322.712767,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1999",328.803345,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2000",334.643183,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2001",340.979763,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2002",348.959967,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2003",348.319901,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2004",361.697603,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2005",364.240343,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2006",369.503257,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2007",379.711936,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2008",382.997727,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2009",389.511594,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2010",391.816558,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2011",389.857579,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2012",390.463582,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2013",383.549732,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2014",373.916104,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2015",378.216672,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2016",385.804775,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2017",388.03076,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2018",386.431298,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2019",384.029579,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2020",369.042889,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2021",360.943189,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2022",377.2623193,
"AUS","AIREMISSION","CO","THND_TONNE","A","1990",5728.565,
"AUS","AIREMISSION","CO","THND_TONNE","A","1991",5746.773,
"AUS","AIREMISSION","CO","THND_TONNE","A","1992",5896.188,
"AUS","AIREMISSION","CO","THND_TONNE","A","1993",6120.333,
"AUS","AIREMISSION","CO","THND_TONNE","A","1994",6262.931,
"AUS","AIREMISSION","CO","THND_TONNE","A","1995",6107.827,
"AUS","AIREMISSION","CO","THND_TONNE","A","1996",6281.783,
"AUS","AIREMISSION","CO","THND_TONNE","A","1997",6297.441,
"AUS","AIREMISSION","CO","THND_TONNE","A","1998",5940.996,
"AUS","AIREMISSION","CO","THND_TONNE","A","1999",5805.66,
"AUS","AIREMISSION","CO","THND_TONNE","A","2000",5388.408,
"AUS","AIREMISSION","CO","THND_TONNE","A","2001",5124.806,
"AUS","AIREMISSION","CO","THND_TONNE","A","2002",4990.885,
"AUS","AIREMISSION","CO","THND_TONNE","A","2003",4499.405,
"AUS","AIREMISSION","CO","THND_TONNE","A","2004",4593.239,
"AUS","AIREMISSION","CO","THND_TONNE","A","2005",3973.074,
"AUS","AIREMISSION","CO","THND_TONNE","A","2006",3943.674,
"AUS","AIREMISSION","CO","THND_TONNE","A","2007",3381.215,
"AUS","AIREMISSION","CO","THND_TONNE","A","2008",3223.356,
"AUS","AIREMISSION","CO","THND_TONNE","A","2009",3156.901,
"AUS","AIREMISSION","CO","THND_TONNE","A","2010",2993.295,
"AUS","AIREMISSION","CO","THND_TONNE","A","2011",2941.109,
"AUS","AIREMISSION","CO","THND_TONNE","A","2012",2906.492,
"AUS","AIREMISSION","CO","THND_TONNE","A","2013",2881.962,
"AUS","AIREMISSION","CO","THND_TONNE","A","2014",2772.655,
"AUS","AIREMISSION","CO","THND_TONNE","A","2015",2721.308,
"AUS","AIREMISSION","CO","THND_TONNE","A","2016",2650.832,
"AUS","AIREMISSION","CO","THND_TONNE","A","2017",2798.241,
"AUS","AIREMISSION","CO","THND_TONNE","A","2018",2568.148,
"AUS","AIREMISSION","CO","THND_TONNE","A","2019",2398.683,
"AUS","AIREMISSION","CO","THND_TONNE","A","2020",2292.389,
"AUS","AIREMISSION","CO","THND_TONNE","A","2021",2583.832,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1990",1620.449,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1991",1595.414,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1992",1641.269,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1993",1684.129,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1994",1686.576,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1995",1693.054,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1996",1744.617,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1997",1797.989,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1998",1834.893,
"AUS","AIREMISSION","NOX","THND_TONNE","A","1999",1874.027,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2000",1881.237,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2001",1969.75,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2002",2056.914,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2003",2121.504,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2004",2174.421,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2005",2194.272,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2006",2204.724,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2007",2213.76,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2008",2266.186,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2009",2251.217,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2010",2341.224,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2011",2292.039,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2012",2439.386,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2013",2511.495,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2014",2527.429,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2015",2545.259,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2016",2612.503,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2017",2687.782,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2018",2769.986,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2019",2729.715,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2020",2975.848,
"AUS","AIREMISSION","NOX","THND_TONNE","A","2021",2800.466,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1990",1585.176,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1991",1569.958,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1992",1652.009,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1993",1742.286,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1994",1764.29,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1995",1673.394,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1996",1761.386,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1997",1817.474,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1998",1742.827,
"AUS","AIREMISSION","SOX","THND_TONNE","A","1999",1832.244,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2000",2342.997,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2001",2585.631,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2002",2776.333,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2003",2776.272,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2004",2512.307,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2005",2520.124,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2006",2482.611,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2007",2444.737,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2008",2512.381,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2009",2597.932,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2010",2378.123,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2011",2507.024,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2012",2518.107,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2013",2414.193,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2014",2499.565,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2015",2384.729,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2016",2465.597,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2017",2287.739,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2018",2083.004,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2019",2197.911,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2020",2122.282,
"AUS","AIREMISSION","SOX","THND_TONNE","A","2021",2221.654,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1990",1514.631,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1991",1506.213,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1992",1510.852,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1993",1528.007,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1994",1539.816,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1995",1522.779,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1996",1492.439,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1997",1490.443,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1998",1479.749,
"AUS","AIREMISSION","VOC","THND_TONNE","A","1999",1447.855,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2000",1415.744,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2001",1405.643,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2002",1420.88,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2003",1248.505,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2004",1256.757,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2005",1234.238,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2006",1241.934,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2007",1202.35,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2008",1197.445,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2009",1209.228,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2010",1195.333,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2011",1206.239,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2012",1216.944,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2013",1232.796,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2014",1254.199,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2015",1282.995,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2016",1257.363,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2017",1302.274,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2018",1262.42,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2019",1175.311,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2020",1144.888,
"AUS","AIREMISSION","VOC","THND_TONNE","A","2021",1143.183,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1960",8.51,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1961",8.63,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1962",8.76,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1963",9.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1964",9.4,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1965",9.73,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1966",9.96,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1967",10.34,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1968",10.72,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1969",11,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1970",11.19,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1971",10.86,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1972",11.07,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1973",11.59,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1974",12.48,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1975",12.85,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1976",12.89,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1977",13.72,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1978",13.24,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1979",13.52,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1980",13.96,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1981",13.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1982",14.07,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1983",13.11,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1984",13.35,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1985",13.94,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1986",13.83,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1987",14.25,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1988",14.57,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1989",15.12,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1990",15.21,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1991",15.1,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1992",15.16,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1993",15.25,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1994",15.44,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1995",15.85,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1996",16.2,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1997",16.45,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1998",17.34,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","1999",17.48,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2000",17.59,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2001",17.69,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2002",17.9,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2003",17.66,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2004",18.15,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2005",18.05,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2006",18.07,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2007",18.23,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2008",18.02,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2009",17.96,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2010",17.78,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2011",17.45,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2012",17.18,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2013",16.58,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2014",15.93,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2015",15.88,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2016",15.95,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2017",15.77,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2018",15.47,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2019",15.14,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2020",14.36,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2021",14.02,
"AUS","AIREMISSION","CO2","TONNE_CAP","A","2022",14.51,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1990",25.67,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1991",25.344,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1992",25.274,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1993",25.08,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1994",24.858,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1995",25.053,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1996",25.107,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1997",25.503,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1998",26.013,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","1999",26.045,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2000",26.359,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2001",26.431,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2002",26.323,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2003",25.948,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2004",26.531,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2005",26.545,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2006",26.405,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2007",26.251,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2008",25.842,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2009",25.453,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2010",24.836,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2011",24.575,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2012",24.295,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2013",23.512,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2014",22.809,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2015",22.852,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2016",22.833,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2017",22.745,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2018",22.449,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2019",21.89,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2020",20.89,
"AUS","AIREMISSION","GHG","TONNE_CAP","A","2021",20.539,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1990",438056.76,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1991",438049.29,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1992",441752.18,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1993",442282.48,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1994",442610.56,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1995",451076.46,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1996",457574.99,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1997",469835.69,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1998",484037.12,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","1999",489971.16,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2000",501588.99,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2001",509456.08,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2002",513171.01,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2003",511714.21,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2004",528827.43,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2005",535589.76,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2006",540017.78,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2007",546739.52,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2008",549128.82,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2009",552127.35,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2010",547172.76,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2011",549007.35,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2012",552305.55,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2013",543798.68,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2014",535451.44,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2015",544231.81,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2016",552354.83,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2017",559581.11,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2018",560827.41,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2019",555244.93,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2020",536739.72,
"AUS","AIREMISSION","GHG","THND_TONNECO2","A","2021",528631.65,
"AUS","AIREMISSION","CO","KG_CAP","A","1990",335.688,
"AUS","AIREMISSION","CO","KG_CAP","A","1991",332.49,
"AUS","AIREMISSION","CO","KG_CAP","A","1992",337.337,
"AUS","AIREMISSION","CO","KG_CAP","A","1993",347.06,
"AUS","AIREMISSION","CO","KG_CAP","A","1994",351.742,
"AUS","AIREMISSION","CO","KG_CAP","A","1995",339.232,
"AUS","AIREMISSION","CO","KG_CAP","A","1996",344.684,
"AUS","AIREMISSION","CO","KG_CAP","A","1997",341.824,
"AUS","AIREMISSION","CO","KG_CAP","A","1998",319.278,
"AUS","AIREMISSION","CO","KG_CAP","A","1999",308.61,
"AUS","AIREMISSION","CO","KG_CAP","A","2000",283.171,
"AUS","AIREMISSION","CO","KG_CAP","A","2001",265.883,
"AUS","AIREMISSION","CO","KG_CAP","A","2002",256.006,
"AUS","AIREMISSION","CO","KG_CAP","A","2003",228.156,
"AUS","AIREMISSION","CO","KG_CAP","A","2004",230.437,
"AUS","AIREMISSION","CO","KG_CAP","A","2005",196.913,
"AUS","AIREMISSION","CO","KG_CAP","A","2006",192.836,
"AUS","AIREMISSION","CO","KG_CAP","A","2007",162.343,
"AUS","AIREMISSION","CO","KG_CAP","A","2008",151.693,
"AUS","AIREMISSION","CO","KG_CAP","A","2009",145.535,
"AUS","AIREMISSION","CO","KG_CAP","A","2010",135.863,
"AUS","AIREMISSION","CO","KG_CAP","A","2011",131.652,
"AUS","AIREMISSION","CO","KG_CAP","A","2012",127.851,
"AUS","AIREMISSION","CO","KG_CAP","A","2013",124.609,
"AUS","AIREMISSION","CO","KG_CAP","A","2014",118.108,
"AUS","AIREMISSION","CO","KG_CAP","A","2015",114.264,
"AUS","AIREMISSION","CO","KG_CAP","A","2016",109.58,
"AUS","AIREMISSION","CO","KG_CAP","A","2017",113.741,
"AUS","AIREMISSION","CO","KG_CAP","A","2018",102.797,
"AUS","AIREMISSION","CO","KG_CAP","A","2019",94.564,
"AUS","AIREMISSION","CO","KG_CAP","A","2020",89.221,
"AUS","AIREMISSION","CO","KG_CAP","A","2021",100.389,
"AUS","AIREMISSION","NOX","KG_CAP","A","1990",94.957,
"AUS","AIREMISSION","NOX","KG_CAP","A","1991",92.306,
"AUS","AIREMISSION","NOX","KG_CAP","A","1992",93.901,
"AUS","AIREMISSION","NOX","KG_CAP","A","1993",95.5,
"AUS","AIREMISSION","NOX","KG_CAP","A","1994",94.722,
"AUS","AIREMISSION","NOX","KG_CAP","A","1995",94.033,
"AUS","AIREMISSION","NOX","KG_CAP","A","1996",95.728,
"AUS","AIREMISSION","NOX","KG_CAP","A","1997",97.595,
"AUS","AIREMISSION","NOX","KG_CAP","A","1998",98.61,
"AUS","AIREMISSION","NOX","KG_CAP","A","1999",99.617,
"AUS","AIREMISSION","NOX","KG_CAP","A","2000",98.863,
"AUS","AIREMISSION","NOX","KG_CAP","A","2001",102.194,
"AUS","AIREMISSION","NOX","KG_CAP","A","2002",105.509,
"AUS","AIREMISSION","NOX","KG_CAP","A","2003",107.577,
"AUS","AIREMISSION","NOX","KG_CAP","A","2004",109.088,
"AUS","AIREMISSION","NOX","KG_CAP","A","2005",108.752,
"AUS","AIREMISSION","NOX","KG_CAP","A","2006",107.805,
"AUS","AIREMISSION","NOX","KG_CAP","A","2007",106.29,
"AUS","AIREMISSION","NOX","KG_CAP","A","2008",106.648,
"AUS","AIREMISSION","NOX","KG_CAP","A","2009",103.783,
"AUS","AIREMISSION","NOX","KG_CAP","A","2010",106.266,
"AUS","AIREMISSION","NOX","KG_CAP","A","2011",102.598,
"AUS","AIREMISSION","NOX","KG_CAP","A","2012",107.304,
"AUS","AIREMISSION","NOX","KG_CAP","A","2013",108.591,
"AUS","AIREMISSION","NOX","KG_CAP","A","2014",107.662,
"AUS","AIREMISSION","NOX","KG_CAP","A","2015",106.872,
"AUS","AIREMISSION","NOX","KG_CAP","A","2016",107.995,
"AUS","AIREMISSION","NOX","KG_CAP","A","2017",109.251,
"AUS","AIREMISSION","NOX","KG_CAP","A","2018",110.876,
"AUS","AIREMISSION","NOX","KG_CAP","A","2019",107.614,
"AUS","AIREMISSION","NOX","KG_CAP","A","2020",115.822,
"AUS","AIREMISSION","NOX","KG_CAP","A","2021",108.806,
"AUS","AIREMISSION","SOX","KG_CAP","A","1990",92.89,
"AUS","AIREMISSION","SOX","KG_CAP","A","1991",90.833,
"AUS","AIREMISSION","SOX","KG_CAP","A","1992",94.516,
"AUS","AIREMISSION","SOX","KG_CAP","A","1993",98.798,
"AUS","AIREMISSION","SOX","KG_CAP","A","1994",99.087,
"AUS","AIREMISSION","SOX","KG_CAP","A","1995",92.941,
"AUS","AIREMISSION","SOX","KG_CAP","A","1996",96.648,
