"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COG","AIREMISSION","CO2","MLN_TONNE","A","1987",0.721913,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1988",0.673758,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1989",0.660974,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1990",0.638889,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1991",0.682875,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1992",0.612804,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1993",0.59402,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1994",0.387831,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1995",0.536664,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1996",0.422885,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1997",0.319257,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1998",0.326816,
"COG","AIREMISSION","CO2","MLN_TONNE","A","1999",0.373629,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2000",0.497599,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2001",0.634625,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2002",0.503656,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2003",0.752223,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2004",0.78117,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2005",0.843574,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2006",1.022379,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2007",1.096506,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2008",1.37194,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2009",1.569329,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2010",1.833183,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2011",2.09355,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2012",2.228669,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2013",2.519775,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2014",2.621257,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2015",3.164794,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2016",2.97836,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2017",2.848651,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2018",2.96482,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2019",3.591765,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2020",3.588531,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2021",3.687109,
"COG","AIREMISSION","CO2","MLN_TONNE","A","2022",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","1971",0.4,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1972",0.41,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1973",0.39,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1974",0.38,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1975",0.37,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1976",0.45,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1977",0.37,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1978",0.39,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1979",0.37,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1980",0.38,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1981",0.39,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1982",0.42,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1983",0.41,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1984",0.36,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1985",0.37,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1986",0.32,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1987",0.33,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1988",0.3,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1989",0.29,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1990",0.27,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1991",0.28,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1992",0.24,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1993",0.23,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1994",0.15,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1995",0.2,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1996",0.15,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1997",0.11,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1998",0.11,
"COG","AIREMISSION","CO2","TONNE_CAP","A","1999",0.12,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2000",0.16,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2001",0.2,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2002",0.15,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2003",0.22,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2004",0.22,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2005",0.23,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2006",0.27,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2007",0.28,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2008",0.34,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2009",0.37,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2010",0.41,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2011",0.46,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2012",0.47,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2013",0.52,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2014",0.53,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2015",0.63,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2016",0.57,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2017",0.54,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2018",0.55,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2019",0.65,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2020",0.63,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2021",0.63,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2022",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1971",1.273221,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1972",1.424178,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1973",1.629287,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1974",1.576507,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1975",1.738003,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1976",1.80165,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1977",2.280722,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1978",2.444064,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1979",2.430977,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1980",2.158296,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1981",2.017838,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1982",1.684629,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1983",1.72967,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1984",1.845311,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1985",1.948536,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1986",2.056879,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1987",2.203897,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1988",2.309376,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1989",2.628473,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1990",2.603601,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1991",2.759831,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1992",3.847132,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1993",3.811091,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1994",4.44677,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1995",4.438795,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1996",4.171403,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1997",4.091782,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1998",4.551688,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","1999",4.56463,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2000",4.499251,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2001",4.91496,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2002",5.019293,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2003",5.327916,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2004",5.32307,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2005",5.452776,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2006",5.987884,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2007",6.680335,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2008",6.681074,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2009",6.368384,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2010",6.603763,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2011",6.883699,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2012",6.902682,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2013",7.211384,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2014",7.250817,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2015",6.917649,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2016",7.547902,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2017",7.657432,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2018",7.654391,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2019",7.500665,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2020",6.597716,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2021",7.451866,
"CRI","AIREMISSION","CO2","MLN_TONNE","A","2022",7.4810324,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1971",0.69,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1972",0.76,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1973",0.84,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1974",0.8,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1975",0.86,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1976",0.86,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1977",1.07,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1978",1.11,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1979",1.08,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1980",0.93,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1981",0.85,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1982",0.69,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1983",0.69,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1984",0.71,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1985",0.73,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1986",0.75,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1987",0.79,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1988",0.8,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1989",0.89,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1990",0.86,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1991",0.89,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1992",1.21,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1993",1.18,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1994",1.33,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1995",1.29,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1996",1.19,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1997",1.13,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1998",1.23,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","1999",1.21,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2000",1.16,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2001",1.24,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2002",1.25,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2003",1.31,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2004",1.28,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2005",1.29,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2006",1.4,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2007",1.54,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2008",1.52,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2009",1.43,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2010",1.45,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2011",1.5,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2012",1.48,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2013",1.53,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2014",1.52,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2015",1.43,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2016",1.54,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2017",1.55,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2018",1.53,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2019",1.48,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2020",1.29,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2021",1.44,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2022",1.44,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1990",2.706,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1991",2.598,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1992",2.775,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1993",2.745,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1994",2.886,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1995",2.828,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1996",2.716,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1997",2.568,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1998",2.652,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","1999",2.628,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2000",2.568,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2001",2.603,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2002",2.615,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2003",2.666,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2004",2.631,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2005",2.656,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2006",2.762,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2007",2.921,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2008",2.886,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2009",2.805,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2010",2.844,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2011",2.893,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2012",2.881,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2013",2.914,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2014",2.902,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2015",2.815,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2016",2.911,
"CRI","AIREMISSION","GHG","TONNE_CAP","A","2017",2.926,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1990",8196.56,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1991",8056.64,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1992",8797.32,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1993",8892.5,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1994",9622.28,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1995",9693.6,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1996",9562.84,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1997",9272.53,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1998",9811.83,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","1999",9951.7,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2000",9945.75,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2001",10292,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2002",10518.51,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2003",10892.97,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2004",10924.16,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2005",11196.01,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2006",11817.56,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2007",12678.7,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2008",12709.38,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2009",12534.57,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2010",12895.96,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2011",13284.87,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2012",13405.56,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2013",13735.74,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2014",13850.14,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2015",13603.64,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2016",14234.46,
"CRI","AIREMISSION","GHG","THND_TONNECO2","A","2017",14477.6,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1971",2.401772,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1972",2.652976,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1973",2.710676,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1974",2.808985,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1975",3.03834,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1976",3.483598,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1977",3.414592,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1978",3.983024,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1979",3.653702,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1980",3.390969,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1981",2.986688,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1982",2.963288,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1983",3.738631,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1984",3.337323,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1985",3.046744,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1986",3.077344,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1987",3.049392,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1988",3.061432,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1989",2.928331,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1990",2.705417,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1991",2.791494,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1992",2.772149,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1993",2.95732,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1994",3.093579,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1995",3.262483,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1996",3.875068,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1997",4.786685,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1998",4.8294,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","1999",6.688638,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2000",6.329922,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2001",6.258311,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2002",6.377864,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2003",5.150728,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2004",5.418416,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2005",5.813001,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2006",5.627601,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2007",5.548482,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2008",6.36128,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2009",5.894834,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2010",6.200125,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2011",5.949032,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2012",7.84973,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2013",8.547982,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2014",9.042502,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2015",9.662188,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2016",9.402486,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2017",10.43066,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2018",10.103273,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2019",10.747811,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2020",10.652337,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2021",12.083966,
"CIV","AIREMISSION","CO2","MLN_TONNE","A","2022",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1971",0.42,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1972",0.44,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1973",0.43,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1974",0.43,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1975",0.44,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1976",0.49,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1977",0.46,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1978",0.52,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1979",0.46,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1980",0.41,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1981",0.35,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1982",0.33,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1983",0.4,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1984",0.35,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1985",0.31,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1986",0.3,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1987",0.29,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1988",0.28,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1989",0.26,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1990",0.23,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1991",0.23,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1992",0.22,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1993",0.22,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1994",0.22,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1995",0.23,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1996",0.26,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1997",0.31,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1998",0.31,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","1999",0.41,
